movieId,meta-data
858,Drama Crime  MarlonBrando AlPacino JamesCaan RobertDuvall RichardS.Castellano DianeKeaton TaliaShire GianniRusso SterlingHayden AlLettieri AbeVigoda JohnCazale RichardConte JohnMarley RudyBond AlMartino MorganaKing LennyMontana JohnMartino AlexRocco SalvatoreCorsitto TonyGiorgio VictorRendina SimonettaStefanelli SaroUrzì SofiaCoppola LouisGuss RichardBright VitoScotti TereLivrano JulieGregg AngeloInfanti CorradoGaipa FrancoCitti GabrieleTorrei TonyKing MaxBrandt CarmineCoppola RomanCoppola DonCostello RobertDahdah GrayFrederickson RonGilbert SonnyGrosso JoeLoGrippo RandyJurgensen TonyLip LouMartiniJr. RaymondMartino JosephMedaglia RickPetrucelli SalRichards TomRosqui FrankSivero FilomenaSpagnuolo NickVallelonga JoeSpinell ConradYama  FrancisFordCoppola
859,History Music Drama  TodayMalone HerbCaen RonnieDavis LouisGottlieb KurtHirschhorn ThomasJ.Cahill J.BarryDecker EllisD.Sox  JackO'Connell
860,Comedy Drama  TilSchweiger KatjaRiemann JoachimKról RufusBeck ArminRohde MartinaGedeck KaiWiesinger MontyArnold NicovanderKnaap AntoniaLang JudithReinartz ChristofWackernagel MartinArmknecht HorstScheel HeinrichSchafmeister HelmutBuchel HansPeterReutter LeonardLansink RalfKönig WilliHerren HeinzBaumeister MaxRaabe  SönkeWortmann
861,Action Crime Thriller Bahasa melayu  JackieChan MichelleYeoh MaggieCheung KennethTsang YuenWah BillTung LoLieh Mars JosephineKoo KelvinWong WilliamDuen LamChi-Tai KimMareePenn PhilipChanYan-Kin KenLo BillShumWai  StanleyTong
862,Drama Comedy  ScarlettJohansson AleksaPalladino MaryKayPlace PaulGuilfoyle GlennFitzgerald CameronBoyd DeanSilvers MarlenHecht ForrestSilvers TylerSilvers LisaCampion NovellaNelson SusanDecker MarlaZuk BonnieJohnson MelissaJohnson AngiePhillips MonicaSmith MelanieSloan KarstenJohansson HunterJohansson VanessaJohansson FrankGreenJr. ShelleyDeeGreen DavidDeStaebler MarkPalmieri TonyArnaud NicholasLent  LisaKruege
864,Drama   MiekoTakamine KenUehara RentaroMikuni MichiyoAratama ChiekoNakakita SanaeTakasugi YatsukoTan'ami HajimeIzu YoshikoTsubouchi TatsuyaIshiguro AkiraTani NorikoHonma MasaoShimizu SadakoKimura EijiKoyama MasakichiMitsui HidekoEbata TsurukoMano ToyomiShiozawa MinoruChiaki TakeshiKatō KamatariFujiwara EijirōTōno  MikioNaruse
865,Drama  IainRobertson JosephMcFadden StevenDuffy LauraFraser GarrySweeney ClareHiggins KevinMcKidd MarkMcConnochie ColinMcCredie KirstyMitchell IanMcElhinney JohnMurtagh IainConnell  GilliesMacKinnon
866,Drama Thriller  JenniferTilly GinaGershon JoePantoliano JohnP.Ryan ChristopherMeloni RichardC.Sarafian BarryKivel MaryMara SusieBright MargaretSmith PeterSpellos IvanKane KevinMichaelRichardson GeneBorkan  LillyWachowski LanaWachowski
867,Comedy Family  TomArnold DavidPaymer RheaPerlman RodSteiger KimCoates RachaelLeighCook MikeyKovar MicahGardener JordanWarkol ColleenRennison JohnTench DavidKaye BrianArnold ObbaBabatundé DoloresDrake PattiAllan StellinaRusich BettyLinde AlanvanSprang VictorFavrin TobySimkin  ArthurHiller
868,Comedy Crime Drama Thriller  SamNeill ZoeCarides JohnClarke YvonneLawley NickLathouris NicholasPapademetriou DeborahKennedy MariaBeck BorisBrkic DorisYounane  JohnRuane
869,Thriller Drama Music Crime  JenniferJasonLeigh MirandaRichardson HarryBelafonte MichaelMurphy DermotMulroney SteveBuscemi BrookeSmith JaneAdams JeffFeringa TimSnay MichaelOrnstein JohnDurbin GinaBelafonte NancyMarcy MarlonHoffman CraigHandy JoshuaRedman JesseDavis DonByron NicholasPayton CurtisFowlkes ClarkGayton CyrusChestnut RonCarter ChristianMcBride RussellMalone KevinMahogany PaulAnselmo CameronDeVictor RonLicari JohnPritchett AndrewPatrickRalston TimWrobel JasonRay  RobertAltman
870,Comedy  JoePesci DannyGlover RosannaArquette LynnWhitfield WillieNelson JamesR.Greene DeborahSmithFord NickBrimble GaryGrubbs CarolKane EdytheDavis JennaBari MauryChaykin LouiseFletcher JonathanAvildsen ClaudiaHaro DeborahSmithFord AlfredNittoli SamanthaBrown  ChristopherCain
871,Romance Comedy  BillyCampbell JenniferGrey TimCurry AdamBaldwin MarkSheppard TomMcTigue HollyFulger KristinMinter ElaineHendrix AdamAnt JoyceBrothers AnneFrancis HaroldGould ByrnePiven SherylLeeRalph ZeldaRubinstein DawnWells JulieCaitlinBrown JohnE.Goetz TiffanySalerno MarlaSucharetza PamelaDickerson  PeterShaner
872,Drama  LeeKang-sheng YangKuei-Mei ChenChao-jung LuYi-Ching  TsaiMing-liang
873,Drama  IngridCaven RainerWernerFassbinder KlausLöwitsch Jean-ClaudeDreyfus DebriaKalpataru AnnemarieDüringer AdrianHoven BoyGobert UlliLommel IrmHermann IlavonHasperg PeterChatel RaúlGimenez HarryBaer GailCurtis ChristineJirku AlexanderAllerson  DanielSchmid
874,Drama  JamesWoods RobertSeanLeonard CaraBuono EllenGreene RobertJohnBurke LiliTaylor SethRomatelli RichardRiehle HaroldGould JohnBedfordLloyd JeffreyDeMunn SteveForrest ConradMcLaren  TimMetcalfe
875,Action Crime Drama  AlexandraPaul YoussefAbed-Alnour PaulGleason MichaelV.Gazzo JulianoMer-Khamis  IzidoreK.Musallam
876,Action Adventure Crime  MichelleYeoh YuRongguang WakinChau AthenaChu FanSiu-wong JoeCheungTung-cho BillTung DickWei BowieLam YukariÔshima MaggieChanMei-Kei AilenSitChun-Wai JackieChan EricTsang AlainGuernier HonChun SamWongMing-Sing ChanMan-Ching BruceLaw Mars BigYank EricKongMiu-Deng RockyLaiKeung-Kun SimonCheungYuk-San ChengKa-Sang EdwardCorbett MatthewTang WongMan-Chun  StanleyTong
877,Comedy Drama  LiliTaylor BruklinHarris AnnaGrace AunjanueEllis RamyaPratt AsiaMinor CarlKwakuFord GuillermoDíaz Shondalin ErnestineJackson JohnVentimiglia MaryJoy StephanieBerry TaraCarnes Yassira NathanielFreeman MichaelImperioli TomGilroy AndrewvonDusan  JimMcKay
878,Drama  SamiBouajila NozhaKhouadra PhilippeAmbrosini OuassiniEmbarek  KarimDridi
879,Horror Mystery Thriller  PenelopeAnnMiller TomSizemore LindaHunt JamesWhitmore ClaytonRohner ChiMuoiLo ThomasRyan RobertLesser DianeRobin LewisVanBergen ConstanceTowers FrancisX.McCarthy AudraLindley JohnKapelos TicoWells MikeBacarella GeneDavis JohnDiSanti DavidProval JopheryC.Brown DonHarvey RonaldJoshuaScott DaveGraubart SantosMorales RalphSeymour MandyIngber LynAliciaHenderson BrianSteele  PeterHyams
880,Science Fiction Horror Fantasy Drama Comedy  DavidThewlis ValKilmer MarlonBrando FairuzaBalk DanielRigney TemueraMorrison NelsondelaRosa RonPerlman PeterElliott MarkDacascos MarcoHofschneider WilliamHootkins MiguelLópez NeilYoung DavidHudson ClareGrant RichardStanley FrankWelker  JohnFrankenheimer
881,Comedy Family  Sinbad BrockPierce BlakeBoyd TimothyBusfield ArtLaFleur JamesNaughton LisaEichhorn ErinWilliby ZacheryTyBryan FawnReed BillCobbs SonnyBono BillClinton  DavidMickeyEvans
882,Drama Thriller  KyleMacLachlan ElisabethShue DermotMulroney RichardT.Jones BillSmitrovich MichaelRooker ToriKristiansen TyraKristiansen RickWorthy EdhemBarker TyroneTann MônicaTorres SherryLynn DavidO'Donnell GregGrunberg KerriVickers MollyMorgan PhilipBruns KirkFox WilliamLucking RichardSchiff ShishirKurup  DavidKoep
884,Drama  MichaelImperioli MiraSorvino JoycePhillips PaulCalderon LisaLouiseLangford SeanMarquette RaymondMcRinna PatrickBreen MariaTucci ClaireImperioli DanImperioli FordSorvino ChrisMarquette  GaryWinick
885,Fantasy Comedy Family  WhoopiGoldberg GérardDepardieu HaleyJoelOsment AndreaMartin NancyTravis UteLemper SherylLeeRalph BarbaraHamilton DenisMercier AlWaxman ElizabethHarpur FionaReid KevinJackson RichardPortnow MoGaffney SaraPeery CynthiaMace DonFrancks JustineJohnston FrankMedrano PhilipWilliams JackieRichardson QuancetiaHamilton JaredDurand MichaelVollans D.RubySon MichaelHo FieldingHoran DinaMorrone StuartHughes StanColes YetundeAlabi JenniferPisana MichaelR.Sousa YvanLabelle DamonD'Oliveira CsabaMaczala MuguetteMoreau TabithaLupien NicoletteHazenwinkel DougGilmour RebekahAbou-Keer KennerAmes ShelleyBianchi HeatherBraaten RogerClown DavidDunlop AlexeiFateyev VinceFera JoeGladman TheresaFung OrvilleHeyn PeterJarvis LisaReneeKnight GigiDeLeon KellyMcIntosh JenniferPodemski SimmiRaymond SonnyTran JasonTwardowski  NormanJewison
886,Comedy Crime Action  DamonWayans AdamSandler JamesCaan JeepSwenson JamesFarentino KristenWilson LarryMcCoy AllenCovert BillNunn MonicaPotter AndrewShaifer GarretSato MarkRoberts MarkCasella JonathanLoughran SteveWhite GwenMcGee BillCapizzi CharmaineCraig JillHolden XanderBerkeley SalLandi DavidLabiosa ConradGoode MaurySterling ScottHoxby VictorAaron JacquiDickerson DonnaM.Duffy JaniceRivera LoettaEarnest CindyBarrera FordScott JohnDecker  ErnestR.Dickerson
887,Drama Romance War  PollyWalker FrancesMcDormand VincentPerez FrancoNero MarisaParedes PenélopeCruz AriadnaGil RossydePalma FranciscoRabal BrittaSmith JorgedeJuan AngelinaLlongueras  NickHamm
888,Animation Adventure Family  ScottMcAfee CandaceHutson HeatherHogan JeffBennett RobPaulsen JohnIngle LindaGary WhitHertford NicholasGuest TressMacNeille FrankWelker ScottMenville KennethMars  RoyAllenSmith
889,Drama Romance Nederlands  AdvanKempen ArianeSchluter  TheovanGogh
890,Thriller Crime Mystery Romance  VictoriaAbril CarmenMaura AntonioBanderas ÁngeldeAndrésLópez LauraCepeda EduardoCalvo PedroDíezdelCorral LupeBarrado  RafaelMoleón
891,Horror Thriller  DonaldPleasence PaulRudd MarianneHagan MitchellRyan KimDarby MariahO'Brien KeithBogart SusanSwift J.C.Brandy RaquelleAnderson JaniceKnickrehm LeeJuChew GeorgeP.Wilbur TomProctor BradfordEnglish LeoGeter DevinGardner A.MichaelLerner  JoeChappelle
892,Drama Comedy Romance  HelenaBonhamCarter RichardE.Grant NigelHawthorne BenKingsley MelSmith ImeldaStaunton TobyStephens ImogenStubbs NicholasFarrell StevenMackintosh SidneyLivingstone JamesWalker AlanMitchell PeterGunn TimBentinck RodCulbertson JeffHall DavidBurke  TrevorNunn
893,Drama History   NickNolte SherylLee AlanArkin BernardBehrens AnnaBerger AryeGross NormanRodway FrankieFaison GerardParkes VlastaVrana ZachGrenier KirstenDunst TonyRobinow MichaelMcGill ShimonAviel BillCorday BronwenMantel BrawleyNolte JohnGoodman LouisStrauss RichardZeman ThomasHauff JeffPufah DavidStrathairn HenryGibson MichaelP.Moran BillHaughland JoelMiller KurtVonnegutJr. RichardJutras DonJordan MichaelJohnFedun  KeithGordon
894,Drama Romance  PaulHörbiger MagdaSchneider LuiseUllrich GustafGründgens OlgaTschechowa CarlEsmond WolfgangLiebeneiner PaulOtto WernerFinck EkkehardArendt HansMoser AntonieJaeckel WernerPledath ElseReval LotteSpira LewisRuth FriedrichHonna WalterSteinbeck FredGoebel MichaelvonNewlinsky FritzDraeger  MaxOphüls
895,Drama Romance  MarcinWalewski MagdalenaCielecka MariuszBonaszewski AgnieszkaGrochowska GrażynaBłęcka-Kolska JuliaKijowska FilipPiotrowicz TeresaBudzisz-Krzyżanowska JuliaChatys HannaKuzminska WeronikaAsinska DanaBatulková KrzysztofWach  JanJakubKolski
896,Drama Romance  ÉlodieBouchez GaëlMorel StéphaneRideau FrédéricGorny MichèleMoretti JacquesNolot EricKreikenmayer NathalieVignes MichelRuhl FatiaMaite ClaudineTaulère ElodieSoulinhac DominiqueBovard MonsieurSimonet ChiefOfficerCarre PaulSimonet CharlesPicot ChristopheMaitre BordesFernandRaouly MichelVoisin DenisBergonhe  AndréTéchiné
897,Drama History Romance Thriller Adventure War  GaryCooper IngridBergman AkimTamiroff ArturodeCórdova VladimirSokoloff MikhailRasumny FortunioBonanova EricFeldary VictorVarconi KatinaPaxinou JosephCalleia LiloYarson AlexanderGranach AdiaKuznetzoff LeonidSnegoff LeoBulgakov DuncanRenaldo FrankPuglia PedrodeCordoba MichaelVisaroff MartínGarralaga JeanDelVal JohnMylong FeodorChaliapinJr. YvonneDeCarlo MaxineArdell SamuelAzteca EumenioBlanco JohnBleifer DickBotiller YakimaCanutt EduardoCiannelli HarryCording FrancoCorsaro GeorgeCoulouris MichaelDalmatoff MarjorieDeanne JackDeery WilliamEdmunds JoeGilbert LyndaGrey SoledadJiménez ChrisKing AliceKirby LouiseLaPlanche FrankLackteen ManuelLópez ErnestoMolinari AlbertoMorin MayoNewhall EmilioOrtego ManuelParís MarcellaPhillips PedroRegas TitoRenaldo NadineRiga LuisRojas ArmandRoland KonstantinShayne GeorgeSorel CountStefenelli RobertTafur JoséLuisTortosa TrinaVarella BlancaVischer AntonioMolina  SamWood
898,Comedy Romance  CaryGrant KatharineHepburn JamesStewart RuthHussey JohnHoward RolandYoung JohnHalliday MaryNash VirginiaWeidler HenryDaniell LionelPape RexEvans KingBaggot HillaryBrooke VedaBuckland LitaChevret RussClark DavidClyde RobertDeBruce DorothyFay ClaudeKing EricMayne FlorineMcKinney LeePhelps HildaPlowright HeleneReynolds MildredShay JosephSweeney SallyCleaves OliverCross DickGordon SamHarris FrankMcLure PaulPower EllinorVanderveer FlorenceWix  GeorgeCukor
899,Comedy Music Romance Drama  GeneKelly DonaldO'Connor DebbieReynolds JeanHagen MillardMitchell CydCharisse DouglasFowley RitaMoreno MaeClarke BessFlowers RobertFoulk KathleenFreeman JoiLansing SylviaLewis Harry'Snub'Pollard WilliamSchallert ElaineStewart BrickSullivan JohnGeorge KingDonovan LanaTurner AllenSutherland DawnAddams JohnAlbright BettyVanAllen SueAllen MarieArdell BetteArlen DavidBair JimmyBates MaryBayless MarcellaBecker MargaretBert MadgeBlake LuluMaeBohrman GailBonney ChetBrandenburg TexBrodus BarbaraCarroll GwenCarter BillChatham LyleClark DorindaClifton HarryCody ChickCollins PatConway JeanneCoyne RubyC.Currie FredDatigJr. BertDavidson RobertDayo GloriaDea PatriciaDenise HarryDenny KayDeslys JohnDodsworth MichaelDugan PhilDunham HelenEby-Rock RichardEmory BettyErbes CharlesEvans TommyFarrell ErnieFlatt GeorgeFord RobertFortier DanFoster ClairFreeman LanceFuller DorisFulton JeanneGail GlenGallagher JonGardner DianeGarrett JackGeorge KennethGibson MickeyGolden InezGorman A.CameronGrant BeatriceGray MarionGray RobertHaines WilliamHamel BettyHannon SamHarris JeanHarrison TimmyHawkins JackHendricks LarsHensen JeanHeremans StuartHolmes DonHulbert FrankHyers PatriciaJackson IvorJames MorganJones DavidKasday JanKayne JimmyKelly KennerG.Kemp MikeLally JudyLandon JoiLansing JanetLavis VirginiaLee MeredithLeeds WilliamF.Leicester PeggyLeon DikiLerner BillLewin KingLockwood LeonLontoc LeotaLorraine PaulMaxey DorothyMcCarty AnnMcCrea PhiloMcCullough RayMcDonald JohnnyMcGovern JosephMell CarlMilletaire GloriaMoore ForbesMurray PeggyMurray AnneNeyland RuthPackard DorothyPatrick AllenPinson AngiO.Poulos GeorgeReeder CharlesRegan ShirleyJeanRickert JoanneRio TonyRocket VictorRomito DennisRoss PaulSalata CosmoSardo PhilSchumacher BettyScott DavidSharpe JuliusTannen HarryTenbrook BeverlyThomas BeverlyThompson JimmyThompson DeeTurnell DorothyTuttle TyraVaughn PatWalker TommyWalker BobbyWatson ChalkyWilliams RobertB.Williams WilsonWood AdamYork NormaZimmer  StanleyDonen GeneKelly
900,Comedy Music Romance  GeneKelly LeslieCaron OscarLevant GeorgesGuétary NinaFoch RobertAmes JoanAnderson LarryArnold MarthaBamattre CharlesBastin JoanBayley RodneyBieber MadgeBlake RalphBlum NanBoardman DinoBolognese EugeneBorden AnnBrendon PeterCamlin BennyCarter SueCasey MoniqueChantal AndreCharisse BillChatham JackChefe DickCherney AnnCodee LouiseColombet AllanCook GinoCorrado PaulCristo SusanCummings AlbertD'Arno ViolaDaniels GeorgeDavis PaulDeCorday RenédeLoffre GloriaDea GeorgeDee JeannineDucasse ArtDupuis JohnEldredge CarliElinor MariettaElliott GeorgeEllsworth LuigiFaccuito ErnieFlatt BessFlowers ClairFreeman MaryJaneFrench CaptainGarcia JonGardner MaryGleason ShirleyGlickman RickyGonzales RicardoGonzáles AlexGoudovitch AndreGuy ClaudeGuy PatriciaHall BettyHannon JackHarmon JeanHarrison LarsHensen MarianHorosko DonHulbert DickieHumphreys HarveyKarels DavidKasday PaulKing StephenKirchner IsabelLaMal TommyLadd JeanneLafayette JudyLandon RichardLandry MicheleLange NumaLapeyre LouiseLaureau LouisLaurent JanetLavis MeredithLeeds DikiLerner RuthLewis ShirleyLopez RalphMadlener BertMadrid DudleyFieldMalone BobMascagno CharlesMauu PaulMaxey AnthonyMazzola LeonardA.Mazzola GregMcClure SvetlanaMcLe MaryMenzies SheilaMeyers CharlesMillsfield LeoMostovoy NoelNeill AnnaQ.Nilsson AllenO'Locklin CharlesOwens AlfredPaix JetsyParker ChristianPasques HamilPetroff LucienPlauzoles PierrePlauzoles AlbertPollet WaclawRekwart RickyRicardi CarolRisser MarilynRogers JeanRomaine AlexRomero HaydenRorke DennisRoss AlbertRuiz MarilynRussell BettyScott LindaScott RudolphSilva PatSimms MabelSmaney MelbaSnowden JohnStanley SamStrangis BeverlyThompson PeterTroiekouroff DeeTurnell DorothyTuttle MayaVanHorn PatVolasko DorothyWard RayWeamer PamelaWells DickWessel HerbertWinters MaryYoung LilaZali  VincenteMinnelli
901,Comedy Romance  AudreyHepburn FredAstaire KayThompson MichelAuclair RobertFlemyng Dovima SuzyParker SunnyHartnett JeanDelVal VirginiaGibson SueEngland RutaLee AlexGerry BessFlowers IphigenieCastiglioni BertStevens HaroldMiller FranklynFarnum BrandonBeach CaroleEastman LeodaRichards MarionGray  StanleyDonen
902,Comedy Romance Português  AudreyHepburn GeorgePeppard PatriciaNeal BuddyEbsen MartinBalsam JoséLuisdeVilallonga JohnMcGiver AlanReed DorothyWhitney BeverlyPowers StanleyAdams ClaudeStroud ElviaAllman MickeyRooney CharlesSherlock MiriamNelson MelBlanc JoeScott JimMichael DonAnderson JanetBanzet AlAvalon HenryBarnard HenryBeckman ArthurBerkeley NickyBlair WillieBloom BillBradley ThayerBurton FlorineCarlan SueCasey RoydonClark MarianCollier ChristineCorbin DickCrockett TomCurtis TommyFarrell JamesField GeorgeFields JosephGlick JoeGray JosephJ.Greene SamHarris PeteKellett BarbaraKelley KipKing FrankKreig GilLamb HannaLandy JamesLanphier MaryLeBow PaulLees LeatriceLeigh MelLeonard LeotaLorraine MikeMahoney FrankMarth FayMcKenzie WilliamMeader JoyceMeadows HaroldMiller HollisMorrison KateMurtagh BillNeff ChuckNiles PeggyPatten RobertPatten JohnPerri MichaelQuinlivan WilliamBenegalRau TonyRegan AnnabellaSoong HelenSpring JoanStaley RichardWyler NinoTempo TowynaThomas DannyTruppi GlenVernon LindaWong WilsonWood MichaelZaslow  BlakeEdwards
903,Mystery Romance Thriller  JamesStewart KimNovak BarbaraBelGeddes TomHelmore HenryJones RaymondBailey EllenCorby KonstantinShayne LeePatrick BessFlowers AlfredHitchcock DavidAhdar SaraTaft  AlfredHitchcock
904,Thriller Mystery  JamesStewart GraceKelly ThelmaRitter WendellCorey RaymondBurr JudithEvelyn RossBagdasarian GeorgineDarcy IreneWinston SaraBerner FrankCady JesslynFax RandHarper HavisDavenport JerryAntes BennyBartlett NickBorgani SueCasey IphigenieCastiglioni JamesCornell DonDunning MarlaEnglish BessFlowers ArtGilmore FredGraham KathrynGrant CharlesHarvey LenHendry AlfredHitchcock HarryLanders AlanLee MikeMahoney JonnieParis EddieParker RobertSherman DickSimmons RalphSmiley JackStoney AnthonyWarde GigYoung  AlfredHitchcock
905,Comedy Romance  ClarkGable ClaudetteColbert WalterConnolly RoscoeKarns JamesonThomas AlanHale ArthurHoyt BlancheFriderici CharlesC.Wilson ErnieAdams JessieArnold IrvingBacon WilliamBailey WilliamBegg WilliamA.Boardway WardBond HarryC.Bradley GeorgeP.Breakston CharlesA.Browne JamesBurke EdmundBurns FrankCapra KenCarson EddyChandler WallisClark RayCooke JosephCrehan OliverCross JackCurtis MickeyDaniels EvaDennison NealDodd OliverEckhardt BillyEngle JackEvans BessFlowers AllenFox DoloresFuller JoaquinGaray DickGordon CarltonGriffin KitGuard SherryHall A.R.Haysel FrankHolliday HarryHolman HarryHume WilliamIrving MiltonKibbee CarlM.Leviness MarvinLoback KingLockwood RoseMay WilliamMcCall ClaireMcDowell KateMorgan GayleMorris PatsyO'Byrne EarlPingree JunePreston HalPrice MargaretReid KyRobinson BlancheRose RitaRoss MattyRoubert MarvinSchecter HarrySchultz BertScott ScottSeaton HarrySemels S.S.Simon LindaLeeSolomon BertStarkey EthelSykes JaneTalent EmmaTansey HarryTodd MaidelTurner WilliamWagner JohnWallace FredWalton DaveWengren BillyWest BuckWoods FrankYaconelli  FrankCapra
906,Thriller Drama Mystery Crime  CharlesBoyer IngridBergman JosephCotten MayWhitty AngelaLansbury BarbaraEverest EmilRameau EdmundBreon HalliwellHobbes TomStevenson HeatherThatcher LawrenceGrossmith JakobGimpel JackKirk LillianBronson LeonardCarey AlecCraig HelenFlint GibsonGowland GaryGray TerryMoore SydSaylor MorganWallace MaudeFealy FrankBaker HarryAdams JosephNorth LassieLouAhern JohnArdizoni AntonioD'Amore JosephRomantini GuyZanette WilsonBenge ArthurBlake RogerGray BobbyHale JoyHarington CharlesMcNaughton GeorgieNokes TarquinOlivier ArthurStone EricWilton EustaceWyatt AlFerguson CliveMorgan ElsiePrescott  GeorgeCukor
